i,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,TPOT_maximizer,AK_maximizer,polynomial,n_variables,n_terms,degree,best_pars_coef,y_std,y_mean,y_abs_mean,y_range,r2
391,5000,0.02,0.053555152,44.56841326,0.053505023,0.053519492,0.055617884,0.055577617,2.37484321,603.148773,600.0933096,55.36767292,43.89803743,2.374696193,50,"['add', 'sub', 'mul', 'div']",,10,0.053519492,0.055577617,2*x1**2,1,2,2,0.005,2.3973,2.6855,2.6879,8.1977,-0.005765662
392,5000,0.02,0.047506537,43.49228692,0.111461568,0.047419259,0.096295491,0.053094191,2.734947834,609.116467,603.5421624,129.4789774,62.97086143,3.222290183,50,"['add', 'sub', 'mul', 'div']",,10,0.047419259,0.053094191,x1**2*x2**2 + x1 + x2,2,3,2,0.005,3.113,1.7756,2.3714,20.534,0.278282756
393,5000,0.02,0.05924069,41.6836617,0.063664946,0.05927627,0.078367716,0.064405142,1.207447884,616.7198319,606.7601311,74.6369102,48.84578967,4.134583276,50,"['add', 'sub', 'mul', 'div']",,10,0.063664946,0.064405142,x2**3 + x2,2,2,3,0.01,4.135,-0.07,3.0303,20.126,0.914653663
394,5000,0.02,5.466825712,44.29624581,1.486358171,1.532823921,0.488749141,0.405747257,5.861196686,620.8326211,601.8234031,331.1560993,328.2917168,6.023855198,50,"['add', 'sub', 'mul', 'div']",,10,1.532823921,0.405747257,x3*(x2**2 + x3*x4**2*x5**2),5,2,2,0.005,5.771,2.499,3.1921,56.114,0.052897351
395,5000,0.02,1.194897967,58.81753993,2.075319361,1.116927302,1.823144656,0.34505303,14.44520491,602.5188813,603.9267504,1048.450921,105.5968533,14.55555835,50,"['add', 'sub', 'mul', 'div']",,10,1.116927302,0.34505303,x1**2*x2**3*x3**3 + x1**2*x3 + x2,3,3,3,0.01,15.169,-0.2013,5.7688,338.88,0.014979907
396,5000,0.02,4.644943002,60.04784322,9.151215149,4.684088593,5.100205595,4.347283659,21.50962883,605.638171,601.2783899,636.9622791,154.047277,22.62401709,50,"['add', 'sub', 'mul', 'div']",,10,4.684088593,4.347283659,x1**3*x3**3*x4**2 + x1**3*x3**2 + x1**2*x2**3*x3**2*x4 + x1 + x2**2*x3**2*x4**3,4,5,3,0.005,22.574,0.2927,9.608,661.09,0.09389386
397,5000,0.02,9.649848156,50.47210288,10.48781456,7.28714108,8.41100534,5.955694101,24.31690008,601.3550131,601.7416015,681.5613501,619.7081704,24.29255189,50,"['add', 'sub', 'mul', 'div']",,10,7.28714108,5.955694101,x1**3*x4**3 + x1**2*x2**3*x4 + x1*x2**3*x3**2*x4**3 + x2*x3*x4**3 + x3**2,4,5,3,0.01,21.653,1.9852,9.0216,556.73,-0.002924516
398,5000,0.02,0.026057763,42.90614557,0.168492582,0.0260888,0.083359904,0.03579428,1.535772424,603.4254475,600.9912424,123.0903585,62.97368813,1.907070207,50,"['add', 'sub', 'mul', 'div']",,10,0.0260888,0.03579428,x3*(x2*x4 + 1),4,2,1,0.02,1.9103,0.0022,1.3618,15.914,0.351374296
399,5000,0.02,0.040498933,40.28934693,0.040502222,0.04054976,0.042789728,0.042872059,0.040524209,600.2755873,600.636687,36.1019268,23.78677297,2.309366113,50,"['add', 'sub', 'mul', 'div']",,10,0.04054976,0.042789728,2*x1,1,2,1,0.005,2.3157,-0.0125,2.006,8.1642,0.999691487
400,5000,0.02,6.319605565,42.09755039,3.450854912,4.616627244,1.730291166,1.699105603,7.025011891,608.913373,600.4244688,574.9478099,807.6442077,7.427531564,50,"['add', 'sub', 'mul', 'div']",,10,4.616627244,1.699105603,x1**2*x2**2*x5 + x1**2*x2*x3*x4*x5**2 + x2*x4 + x3**2*x4*x5,5,4,2,0.01,6.7041,0.1483,3.3764,156.62,0.099789497
401,5000,0.02,0.062175021,41.85635233,0.150637111,0.062215518,0.089545129,0.069885694,3.602851225,605.6112771,601.0330458,159.8597867,81.49990058,3.60243697,50,"['add', 'sub', 'mul', 'div']",,10,0.150637111,0.069885694,x1**2*(x2**2 + 1),2,2,2,0.03,3.5723,3.1628,3.1662,19.358,-0.000804689
402,5000,0.02,3.334532061,46.41075444,1.59033072,1.69795312,0.830451053,0.491143636,5.358566621,603.6770189,601.8843579,441.3630481,502.4381127,6.065587784,50,"['add', 'sub', 'mul', 'div']",,10,1.59033072,0.491143636,x1**2*x2*x3 + x1**2*x3*x4**2 + x1**2 + x2**2*x3**2*x4,4,4,2,0.005,5.7794,1.3929,3.5519,92.32,0.219500304
403,5000,0.02,3.302876712,45.37208939,1.713995369,2.024292834,0.670751028,0.701334138,4.344506496,608.5681744,605.2683499,471.097321,455.2528446,5.068400012,50,"['add', 'sub', 'mul', 'div']",,10,2.024292834,0.701334138,x1*x2*x3**2*x5**2 + x1 + x2*x4**2 + x3 + x5**2,5,5,2,0.005,5.1561,1.1978,3.4,86.025,0.263707745
404,5000,0.02,0.063589276,47.36011338,0.120717023,0.06361227,0.090934615,0.068319735,2.604801494,606.5257814,600.8361456,131.1021655,63.79323363,4.074029865,50,"['add', 'sub', 'mul', 'div']",,10,0.06361227,0.068319735,x1**2*x2 + x1**2 + x1*x2**2 + x2**2 + x2,2,5,2,0.005,4.0925,2.6637,3.3056,33.617,0.590930978
405,5000,0.02,1.349590659,48.01462793,1.016509415,0.468710013,0.582962243,0.177393441,7.77645879,602.4971282,604.2189336,340.5658154,322.89044,9.024418426,50,"['add', 'sub', 'mul', 'div']",,10,0.468710013,0.177393441,x1**3*x3 + x1**2*x2*x3**2 + x1**2*x2 + x1*x3**3 + x3**3,3,5,3,0.02,8.9499,0.1461,5.0587,123.5,0.257430702
406,5000,0.02,0.084316411,44.94486785,0.087751359,0.084443911,0.095912628,0.085685889,1.709634051,603.3277709,602.1645222,61.83626556,46.22627544,5.462051398,50,"['add', 'sub', 'mul', 'div']",,10,0.087751359,0.085685889,x1*(x1**2 + x1 + 2),1,4,3,0.02,5.4029,1.4182,4.0549,24.162,0.901584966
407,5000,0.02,0.06422255,46.07178831,0.150131784,0.064248124,0.116769879,0.075541705,3.703772941,671.5263588,604.9341705,136.7528698,63.88159943,3.708413356,50,"['add', 'sub', 'mul', 'div']",,10,0.150131784,0.075541705,x2*(x1**2*x2 + x1 + x2),2,3,2,0.005,3.7279,3.16,3.1791,23.3,0.002489788
408,5000,0.02,0.032267143,47.2467196,0.210174566,0.032261764,0.074815455,0.043727571,2.404827177,600.7730782,600.4170563,224.0726643,66.6479907,2.403170544,50,"['add', 'sub', 'mul', 'div']",,10,0.032261764,0.043727571,x2*(x1*x3 + x1 + x3),3,3,1,0.03,2.406,-0.0464,1.6046,29.327,-0.00182819
409,5000,0.02,2.612457471,52.32445383,0.63910992,0.693515015,0.26312872,0.224621225,4.918483515,602.5279777,601.9603536,576.4269018,469.2886078,6.600232135,50,"['add', 'sub', 'mul', 'div']",,10,0.63910992,0.224621225,x1**3 + x1**2*x2*x3 + x1**2*x3**3 + x2**2 + x2,3,5,3,0.01,6.8593,1.3883,4.2626,87.808,0.444652839
410,5000,0.02,0.048173956,43.71969533,0.048202499,0.048185605,0.055209218,0.053321479,1.187005993,681.3229332,600.1297648,66.17659497,38.28185272,2.569491342,50,"['add', 'sub', 'mul', 'div']",,10,0.048185605,0.053321479,x1**2 + 2*x2,2,3,2,0.005,2.6367,1.3433,2.4371,11.965,0.786456404
411,5000,0.02,0.0644057,51.07452726,0.065311533,0.064373742,0.067470203,0.0676839,2.378896674,601.9104347,605.8703113,58.17512894,26.32737255,4.002027898,50,"['add', 'sub', 'mul', 'div']",,10,0.064373742,0.0676839,x1*(2*x1 + 3),1,5,2,0.01,4.1759,2.6043,3.1879,15.383,0.646148136
412,5000,0.02,1.500647679,44.69089675,0.096278484,0.146871267,0.120523666,0.086784302,3.717013776,607.4824097,601.4562018,335.3139105,194.0247626,3.711174745,50,"['add', 'sub', 'mul', 'div']",,10,0.096278484,0.086784302,x3*(x1**3 + x3),3,2,3,0.005,3.7406,1.2717,2.6095,30.392,-0.003450364
413,5000,0.02,1.746537046,44.96242023,0.494690422,0.3687105,0.176407434,0.207745081,1.747620332,605.7266316,606.0644631,427.7320824,394.4553685,2.155878653,50,"['add', 'sub', 'mul', 'div']",,10,0.3687105,0.176407434,x4*(x1*x2*x3 + 1),4,2,1,0.005,2.0933,-0.0372,1.4328,23.325,0.341765308
414,5000,0.02,1.784458215,47.79907942,0.471809605,0.521431502,0.20318448,0.183944009,2.209722399,601.5410786,602.2976611,358.6787126,326.1211395,2.205105125,50,"['add', 'sub', 'mul', 'div']",,10,0.471809605,0.183944009,x2*x3*(x1*x4 + 1),4,2,1,0.005,2.2245,0.0602,1.3569,31.945,-0.004203189
415,5000,0.02,2.774068064,49.96571302,0.884130079,0.773171818,0.400806696,0.357314293,6.392529027,603.7760365,602.1705637,334.8793061,183.7778227,8.701668746,50,"['add', 'sub', 'mul', 'div']",,10,0.773171818,0.357314293,x1*(x1*x2**3 + x1*x2*x3**2 + 1),3,3,3,0.01,8.5024,0.0812,4.6968,110.17,0.460200878
416,5000,0.02,6.38778793,54.76470518,5.123865949,3.988540541,1.896750931,2.19570954,10.08762712,602.2412829,605.0867496,544.4742143,381.4162726,10.92531448,50,"['add', 'sub', 'mul', 'div']",,10,5.123865949,1.896750931,x3*(x1**2*x2**2*x5**2 + x1*x2**2*x4*x5**2 + x1*x4 + x2**2*x3*x4),5,4,2,0.005,10.265,0.0247,4.3472,303.09,0.146302234
417,5000,0.02,0.05795666,49.44148898,0.060107169,0.057961659,0.071119997,0.058736278,1.618313224,611.6116126,600.6192582,45.24031997,33.30356574,4.127493852,50,"['add', 'sub', 'mul', 'div']",,10,0.060107169,0.058736278,x1*(x1**2 + x1 + 1),1,3,3,0.005,4.2907,1.3859,3.0101,20.063,0.845401498
418,5000,0.02,0.079838238,45.73962522,0.079828497,0.080002792,0.083654973,0.083095979,0.079830074,603.5217094,601.246784,36.50760603,28.56416702,4.792790379,50,"['add', 'sub', 'mul', 'div']",,10,0.079828497,0.083095979,4*x1,1,4,1,0.005,4.595,-0.0036,3.9672,16.201,0.999722553
419,5000,0.02,0.042735895,50.3459568,0.658335678,0.042743063,0.245216901,0.050499965,3.351335443,604.9491777,604.2831481,361.0060923,135.1100237,3.356596761,50,"['add', 'sub', 'mul', 'div']",,10,0.042743063,0.050499965,x1*x2*x3*x4 + x1*x2 + x1*x3 + x1*x4 + x2*x4,4,5,1,0.01,3.1281,-0.0883,2.1292,40.588,0.002289826
420,5000,0.02,0.038118979,45.62196326,0.056016264,0.03810665,0.048619298,0.04043331,1.277611103,600.4395092,600.7199996,49.31100345,53.37615466,2.551940537,50,"['add', 'sub', 'mul', 'div']",,10,0.056016264,0.04043331,x2*(x1 + 2),2,3,1,0.005,2.6469,-0.0093,1.9965,15.668,0.749351176
421,5000,0.02,6.79247972,49.74078131,3.557164224,1.924566845,1.589869572,0.855747365,9.637151886,610.1654215,600.592005,500.4842818,259.2237618,9.727375097,50,"['add', 'sub', 'mul', 'div']",,10,3.557164224,0.855747365,x3*(x1**2*x2**2*x3*x4**2 + x2**2 + x3),4,3,2,0.01,11.038,4.7905,5.0024,195.58,0.017724087
422,5000,0.02,0.051946218,44.799613,0.052079324,0.051974237,0.054818699,0.054338335,2.378120205,602.4132984,600.8093264,68.82652354,35.44727683,2.374627255,50,"['add', 'sub', 'mul', 'div']",,10,0.052079324,0.054338335,2*x1**2,1,2,2,0.005,2.3784,2.7032,2.7057,8.2229,-0.002949044
423,5000,0.02,0.050239689,50.58110499,0.313340535,0.050333853,0.159770331,0.062055546,3.231750522,644.7534418,600.2219083,148.8473756,65.57441449,3.621270772,50,"['add', 'sub', 'mul', 'div']",,10,0.050333853,0.062055546,2*x1*x2*x3 + x1*x3 + x2 + x3,3,5,1,0.02,3.6512,-0.0382,2.5281,36.639,0.198467652
424,5000,0.02,0.041992752,50.2316165,0.363426155,0.041980415,0.139483705,0.050049608,2.953916377,616.5238349,600.6023443,211.3678443,84.23683286,3.314426596,50,"['add', 'sub', 'mul', 'div']",,10,0.041980415,0.050049608,x2**2*(x1*x3 + x1 + 1),3,3,2,0.01,3.2676,1.2687,2.0786,40.531,0.205121138
425,5000,0.02,0.042150963,46.67882133,0.075752526,0.04219687,0.081278483,0.05008486,1.374035933,603.5657873,601.0182862,107.3389065,68.05489469,2.979383643,50,"['add', 'sub', 'mul', 'div']",,10,0.075752526,0.05008486,x1*(x1*x2 + 2),3,3,2,0.005,3.0138,-0.0077,2.0959,22.762,0.787301475
426,5000,0.02,0.044171655,47.98859048,0.162470809,0.044198596,0.119716372,0.051722213,3.365681657,609.9674461,601.7238171,255.0579429,37.53637528,3.691450901,50,"['add', 'sub', 'mul', 'div']",,10,0.162470809,0.051722213,x1*x2**3 + x2,2,2,3,0.005,3.727,-0.0622,2.2526,34.979,0.16861675
427,5000,0.02,0.039594419,43.10491633,0.039668338,0.039737828,0.05181789,0.048344831,0.039665753,604.007942,600.6102879,81.28957462,63.37243366,2.295185572,50,"['add', 'sub', 'mul', 'div']",,10,0.039668338,0.048344831,2*x1,3,2,3,0.005,2.2796,0.024,1.9684,8.1531,0.999700827
428,5000,0.02,0.025612713,48.79207301,0.193032938,0.025627311,0.104819882,0.033378257,2.147873296,602.3854384,600.3977184,295.1284275,66.42643094,2.147757126,50,"['add', 'sub', 'mul', 'div']",,10,0.025627311,0.033378257,x1*x3*(x2 + 1),3,2,1,0.02,2.1027,-0.0084,1.2891,21.679,-0.000409978
429,5000,0.02,0.053951318,46.11682892,0.053946274,0.053958436,0.056220653,0.056083639,2.378129673,600.3662388,600.5144346,62.60401464,23.33187127,2.69548193,50,"['add', 'sub', 'mul', 'div']",,10,0.053946274,0.056083639,x1*(2*x1 + 1),1,3,2,0.005,2.6713,2.6599,2.6825,10.291,0.221493002
430,5000,0.02,4.177486196,51.5570631,2.04026465,1.790328119,0.566215041,0.60163118,6.816381463,601.7025077,601.1940005,455.9791594,429.4012418,7.397425493,50,"['add', 'sub', 'mul', 'div']",,10,2.04026465,0.60163118,x4*(x1**2*x2 + x1**2*x3**2 + x1**2*x4 + x1*x3**2*x4 + x2*x3**2),4,5,2,0.02,7.5843,1.9698,4.1421,154.49,0.148222747
431,5000,0.02,0.034116849,43.52292466,0.279506035,0.034108119,0.082094196,0.045098489,1.582137113,606.6556523,603.5073674,278.6919453,65.11803365,2.35185509,50,"['add', 'sub', 'mul', 'div']",,10,0.034108119,0.045098489,x1*x2*x4 + x1 + x2,4,3,1,0.02,2.2404,0.0029,1.6814,20.839,0.543304881
432,5000,0.02,9.485578383,47.64212012,3.744145609,5.021965335,1.644222354,1.58576993,11.89582092,600.4656045,602.4385524,484.5584111,551.2230115,12.55919853,50,"['add', 'sub', 'mul', 'div']",,10,3.744145609,1.58576993,x4**2*(x1**2*x2**2 + x1**2*x2*x3**2 + x1*x2**2*x3**2 + x1*x2**2*x3 + 1),4,5,2,0.005,12.477,3.8076,5.1449,402.19,0.10138073
433,5000,0.02,0.026684447,42.30757737,0.353161396,0.026719794,0.083838402,0.039377661,1.478981766,601.4133317,600.6815431,266.8054073,78.37269068,1.837320607,50,"['add', 'sub', 'mul', 'div']",,10,0.026719794,0.039377661,x2*(x1*x4 + 1),5,2,1,0.005,1.9034,-0.0083,1.3368,16.781,0.351667675
434,5000,0.02,2.390236856,54.39969563,2.184065432,1.389299595,0.926513977,0.460851912,4.75603272,601.1171572,603.9193978,441.7707829,414.5649104,4.76003291,50,"['add', 'sub', 'mul', 'div']",,10,1.389299595,0.460851912,x1**2*x2*x5 + x1**2*x3**2*x4*x5 + x3**2,5,3,2,0.04,4.997,1.2555,2.9743,93.613,0.001532822
435,5000,0.02,0.040658124,43.37209821,0.040678768,0.040653923,0.045325503,0.042304672,0.040675061,603.2940543,604.7179554,57.95270538,49.7107482,2.34357437,50,"['add', 'sub', 'mul', 'div']",,10,0.040678768,0.042304672,2*x2,2,2,1,0.005,2.3182,0.01,2.0041,8.1201,0.999698158
436,5000,0.02,0.091789786,50.65850115,0.189320205,0.072713901,0.142117197,0.085980675,3.737916621,601.1607776,600.5936043,185.5195472,59.99439883,5.200110817,50,"['add', 'sub', 'mul', 'div']",,10,0.072713901,0.085980675,x1*(x1**2 + x1 + x2**3 + 1),2,4,3,0.05,5.429,1.2097,3.6866,48.809,0.48211556
437,5000,0.02,0.028044622,46.09209752,0.028025216,0.028047181,0.033788262,0.032849951,1.18523055,601.1401162,607.4487164,112.8508737,66.61973906,1.63134009,50,"['add', 'sub', 'mul', 'div']",,10,0.028047181,0.032849951,x1*(x1 + 1),3,2,2,0.005,1.6359,1.3217,1.404,6.3442,0.471804592
438,5000,0.02,0.039523695,49.16515136,0.039563122,0.039618321,0.040713796,0.04007122,0.039566594,607.0735414,601.53584,29.67742205,35.82307625,2.283955973,50,"['add', 'sub', 'mul', 'div']",,10,0.039618321,0.04007122,2*x1,1,2,1,0.005,2.2856,-0.0279,1.968,8.0879,0.999699628
439,5000,0.02,0.040601707,48.55130863,0.04091001,0.040568756,0.052354032,0.043649603,1.333215476,600.9898193,603.9101529,52.97263598,45.91708708,2.669494625,50,"['add', 'sub', 'mul', 'div']",,10,0.040568756,0.043649603,x2*(x1 + 2),2,3,1,0.005,2.7034,-0.0319,2.0369,15.866,0.750512255
440,5000,0.02,3.406905184,53.23064375,2.64214467,1.460794898,4.417217719,0.825227285,14.95492936,613.5441871,608.5963464,540.9851556,829.8193896,15.0675774,50,"['add', 'sub', 'mul', 'div']",,10,1.460794898,0.825227285,x1**3*x2**2*(x2*x3**2 + 1),3,2,3,0.02,17.108,-0.1856,5.9147,403.41,0.01469897
441,5000,0.02,8.43955499,50.55353069,5.673574917,4.874792819,2.82592182,2.933437427,10.56897609,607.4690931,606.0440824,849.860095,687.2954266,11.1398594,50,"['add', 'sub', 'mul', 'div']",,10,5.673574917,2.933437427,x1**2*x3**2*x4**3*x5 + x2**2*x4*x5**2 + x3**3,5,3,3,0.02,11.407,0.0387,5.3411,270.15,0.099523064
442,5000,0.02,0.094846244,49.97987175,0.141147489,0.094858352,0.125156053,0.10451663,2.960080755,603.0390484,600.3606234,161.4530365,60.98165321,5.954801298,50,"['add', 'sub', 'mul', 'div']",,10,0.094858352,0.10451663,x2*(2*x1**2 + x2 + 2),2,5,2,0.005,6.2262,1.3724,4.7231,38.878,0.752688656
443,5000,0.02,0.040476337,42.97796702,0.040522145,0.04047461,0.042529758,0.04462601,0.040472039,602.7426775,603.8841724,62.91094613,54.68794322,2.304877417,50,"['add', 'sub', 'mul', 'div']",,10,0.04047461,0.042529758,2*x1,3,2,1,0.005,2.3116,-0.0173,2.0003,8.1855,0.999691452
444,5000,0.02,2.704894806,47.5900991,1.164092596,0.794443049,0.549770933,0.270172185,4.146803902,605.6273031,609.8173475,440.323771,344.5859661,4.153630144,50,"['add', 'sub', 'mul', 'div']",,10,1.164092596,0.270172185,x2**2*(x1*x3**2*x4 + 1),4,2,2,0.04,4.4762,1.2142,2.3804,85.549,0.000434668
445,5000,0.02,0.120130551,51.73778343,0.450393969,0.120130398,0.318459169,0.142067887,9.537679086,600.5465314,601.1856966,331.9624593,105.5246298,12.16560461,50,"['add', 'sub', 'mul', 'div']",,10,0.450393969,0.142067887,x1*x2*(2*x1**2*x2 + x2**2 + 1),2,4,3,0.01,12.219,-0.1775,5.9556,158.32,0.385096197
446,5000,0.02,3.400715001,56.2001698,2.284593951,1.579170144,0.488907477,0.799646636,9.66681708,602.9979684,604.0506735,690.097234,1107.705471,12.19254029,50,"['add', 'sub', 'mul', 'div']",,10,1.579170144,0.488907477,x2*(x1**3*x3 + x1**2*x2**2 + x1*x3**3 + x2**2*x3**2),3,4,3,0.005,12.285,0.0636,6.4401,215.31,0.369096979
447,5000,0.02,0.055062919,45.05178213,0.055144532,0.055066312,0.077812742,0.065326038,1.679659643,603.1292655,601.0308826,109.936641,87.50014234,2.790961368,50,"['add', 'sub', 'mul', 'div']",,10,0.055144532,0.065326038,x1**2 + 2*x1 + x4**2,4,4,2,0.01,2.8497,2.5979,2.7936,12.856,0.637627994
448,5000,0.02,0.060150783,47.82287693,0.060272268,0.060193432,0.063431298,0.062488425,0.060221398,601.1739357,602.1210372,48.2137146,39.15985513,3.529105933,50,"['add', 'sub', 'mul', 'div']",,10,0.060193432,0.062488425,3*x1,1,3,1,0.005,3.4586,0.114,2.985,12.257,0.999708794
449,5000,0.02,0.100372205,52.10785508,0.100489516,0.100695856,0.107207113,0.10236257,0.100564777,603.7192202,604.154525,50.19879246,53.29806471,5.648086586,50,"['add', 'sub', 'mul', 'div']",,10,0.100489516,0.10236257,5*x1,1,5,1,0.02,5.6777,0.0242,4.9046,20.402,0.999681782
450,5000,0.02,0.101923073,50.1350441,0.304645245,0.101923276,0.132933884,0.115475958,6.167308183,606.3217545,601.2741103,227.647634,64.33039069,6.346757092,50,"['add', 'sub', 'mul', 'div']",,10,0.101923276,0.115475958,x2*(2*x1**2*x2 + x1**2 + x2),2,4,2,0.02,6.5406,5.018,5.0429,43.618,0.054558394
451,5000,0.02,0.039628686,50.01847386,0.327436628,0.039575698,0.305133194,0.048112326,3.362408783,604.946991,605.4960928,521.7681084,120.6259301,3.360439222,50,"['add', 'sub', 'mul', 'div']",,10,0.039575698,0.048112326,x1*x4*(x1*x2 + x3**2),4,2,2,0.02,3.3604,-0.0102,1.9574,43.06,-0.002188134
452,5000,0.02,0.043527093,47.10839057,0.124905236,0.043540971,0.055060476,0.059797691,1.769666959,611.9822557,600.7863185,143.9991217,22.53011966,3.193758759,50,"['add', 'sub', 'mul', 'div']",,10,0.043540971,0.055060476,x2*(x1 + x2**2),2,2,3,0.005,3.219,-0.0189,2.0925,23.293,0.692580178
453,5000,0.02,0.032573146,42.48162556,0.169901881,0.03261174,0.088333099,0.04577614,2.064544424,601.0180891,600.5424397,139.77386,50.6744628,2.40559105,50,"['add', 'sub', 'mul', 'div']",,10,0.03261174,0.04577614,x2*(x1*x3 + x1 + 1),3,3,1,0.01,2.4263,0.0009,1.6243,25.861,0.262912766
454,5000,0.02,0.060049561,43.56926036,0.060647896,0.060591842,0.062199822,0.061706237,0.060050814,831.2173605,602.6874568,22.97183514,21.2893188,3.546955576,50,"['add', 'sub', 'mul', 'div']",,10,0.060591842,0.062199822,3*x1,1,3,2,0.005,3.4977,0.013,3.0308,12.216,0.999712502
455,5000,0.02,0.036838053,45.98018932,0.109049793,0.037326945,0.109819488,0.043776142,1.894751381,611.2011962,601.2667789,163.439744,131.8258035,2.482089454,50,"['add', 'sub', 'mul', 'div']",,10,0.037326945,0.043776142,x1*x5 + x2*x4**2,5,2,3,0.005,2.4428,0.0284,1.8338,19.584,0.415916179
456,5000,0.02,0.054782417,48.12475371,0.109273584,0.054898853,0.074613262,0.065897358,2.744779897,601.5391808,600.5027401,106.3695354,92.47703576,3.191427307,50,"['add', 'sub', 'mul', 'div']",,10,0.054898853,0.065897358,x1**2*(x3 + 2),3,3,2,0.02,3.1402,2.6594,2.6626,15.884,0.259808155
457,5000,0.02,0.101940698,47.52690816,0.101943064,0.102237681,0.104869879,0.10437132,0.101927792,601.6044075,601.9312146,23.38731647,27.04877019,5.829574556,50,"['add', 'sub', 'mul', 'div']",,10,0.102237681,0.10437132,5*x1,1,5,1,0.005,5.7622,-0.0657,5.001,20.26,0.999693877
458,5000,0.02,0.152454794,51.77281213,1.978356005,0.152413818,1.093758722,0.235400643,14.94320126,609.2146993,601.0249391,1024.474213,77.06506991,14.95657256,50,"['add', 'sub', 'mul', 'div']",,10,0.152413818,0.235400643,x1**2*x2*x3**3 + x1**2 + x2**3*x3**3 + x3**2,3,4,3,0.01,14.202,2.7072,7.6214,199.21,-0.001048028
459,5000,0.02,0.039880523,42.64634609,0.039927555,0.039921012,0.041157482,0.040265002,0.039901325,601.1876519,600.6411822,23.92331624,20.8034234,2.29370033,50,"['add', 'sub', 'mul', 'div']",,10,0.039921012,0.040265002,2*x1,1,2,1,0.005,2.3299,0.0133,2.0263,8.1408,0.999697227
460,5000,0.02,3.457061259,44.89836073,2.151359823,1.770060335,1.012527701,0.831270957,5.175099109,602.9687948,619.0260549,320.774518,337.0367768,5.434671336,50,"['add', 'sub', 'mul', 'div']",,10,1.770060335,0.831270957,x3*(x1**2*x2**2*x4 + x1**2 + x2*x3*x4),4,3,2,0.02,5.1511,-0.0465,2.7236,113.36,0.09073043
461,5000,0.02,0.039508346,47.15607929,0.547996326,0.039560988,0.197305823,0.049878273,3.290682239,707.2366426,602.9953218,262.7200434,93.54491091,3.749334018,50,"['add', 'sub', 'mul', 'div']",,10,0.547996326,0.049878273,x1*x2**2*x3*(x1 + 1),3,2,2,0.01,4.2263,0.053,1.8471,74.684,0.229503972
462,5000,0.02,0.103525265,47.81375194,0.103479221,0.106476097,0.109949076,0.105463868,0.103518098,603.1423528,600.9430399,22.76628828,25.64058471,5.809424869,50,"['add', 'sub', 'mul', 'div']",,10,0.103479221,0.105463868,5*x1,1,5,1,0.005,5.7686,0.0301,5.0019,20.188,0.99968181
463,5000,0.02,5.128748432,45.38249063,2.930195703,1.592461304,1.213517943,0.911540723,7.655167864,609.2925053,604.3102469,355.9034851,590.8325336,8.675213222,50,"['add', 'sub', 'mul', 'div']",,10,2.930195703,0.911540723,x1**2*x2*x4**3 + x2**2*x3**3 + x4**2,5,3,3,0.05,8.581,1.4128,5.0794,111.55,0.220896294
